1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	NA
1	1	2	1	3	1	1	NA	NA	NA
1	2	1	1	2	1	1	1	NA	NA
1	2	1	1	1	2	1	1	NA	NA
1	1	1	1	1	3	1	1	NA	NA
1	2	1	1	2	1	1	1	NA	NA
1	1	1	1	1	1	1	2	1	NA
1	1	1	2	1	1	2	1	NA	NA
1	1	2	1	1	1	1	1	1	NA
1	1	1	2	1	2	2	NA	NA	NA
1	1	1	1	1	1	1	2	1	NA
1	2	1	1	1	1	1	2	NA	NA
1	1	1	1	1	1	1	1	1	1
